session,condition_a,condition_b,comparison_type,wj_unsigned,sign_inversion_pct,mean_speed_a,mean_speed_b,delta_speed
ses-715093703,spontaneous_presentations_spontaneous,gabors_presentations_0.0,diff,0.3708118230774524,92.32348103772125,6.906,6.038,0.868
ses-715093703,spontaneous_presentations_spontaneous,static_gratings_presentations_14.0,diff,0.42637158043227136,91.19263222701545,6.906,5.743,1.164
ses-715093703,spontaneous_presentations_spontaneous,natural_scenes_presentations_13.0,diff,0.42800887486680833,91.47385477496947,6.906,12.984,6.077
ses-715093703,spontaneous_presentations_spontaneous,natural_scenes_presentations_9.0,diff,0.45256400205153724,91.11670692885359,6.906,3.32,3.586
ses-715093703,spontaneous_presentations_spontaneous,static_gratings_presentations_11.0,diff,0.4519705666957424,91.280580209036,6.906,2.07,4.837
ses-715093703,spontaneous_presentations_spontaneous,natural_scenes_presentations_10.0,diff,0.40762666856782337,90.60674000307401,6.906,4.066,2.84
ses-715093703,spontaneous_presentations_spontaneous,static_gratings_presentations_8.0,diff,0.4253946100559381,91.08543241233332,6.906,7.438,0.532
ses-715093703,spontaneous_presentations_spontaneous,drifting_gratings_presentations_7.0,diff,0.4296652019637756,91.55647929624391,6.906,5.641,1.265
ses-715093703,spontaneous_presentations_spontaneous,drifting_gratings_presentations_2.0,diff,0.3912271637483622,91.72870190463708,6.906,8.991,2.085
ses-715093703,spontaneous_presentations_spontaneous,drifting_gratings_presentations_5.0,diff,0.3996336169206452,92.12873066004093,6.906,6.042,0.865
ses-715093703,spontaneous_presentations_spontaneous,flashes_presentations_1.0,diff,0.2659176770777438,90.80942878160349,6.906,12.311,5.405
ses-715093703,gabors_presentations_0.0,static_gratings_presentations_14.0,diff,0.3498440067218457,92.40158726845432,6.038,5.743,0.296
ses-715093703,gabors_presentations_0.0,natural_scenes_presentations_13.0,diff,0.3624455469692176,92.89193034780017,6.038,12.984,6.945
ses-715093703,gabors_presentations_0.0,natural_scenes_presentations_9.0,diff,0.3665494064212496,92.17085040937987,6.038,3.32,2.718
ses-715093703,gabors_presentations_0.0,static_gratings_presentations_11.0,diff,0.367491247090169,92.25874084725754,6.038,2.07,3.969
ses-715093703,gabors_presentations_0.0,natural_scenes_presentations_10.0,diff,0.34040712704417764,91.77443168920452,6.038,4.066,1.972
ses-715093703,gabors_presentations_0.0,static_gratings_presentations_8.0,diff,0.33723513882660316,92.06493863778483,6.038,7.438,1.4
ses-715093703,gabors_presentations_0.0,drifting_gratings_presentations_7.0,diff,0.34629650795929434,92.47422735583953,6.038,5.641,0.397
ses-715093703,gabors_presentations_0.0,drifting_gratings_presentations_2.0,diff,0.3667575574547646,92.99368591882956,6.038,8.991,2.953
ses-715093703,gabors_presentations_0.0,drifting_gratings_presentations_5.0,diff,0.3762572512462076,93.1487510942642,6.038,6.042,0.003
ses-715093703,gabors_presentations_0.0,flashes_presentations_1.0,diff,0.3023172008123027,92.2520176067781,6.038,12.311,6.273
ses-715093703,static_gratings_presentations_14.0,natural_scenes_presentations_13.0,diff,0.5227913784195423,92.76211878685385,5.743,12.984,7.241
ses-715093703,static_gratings_presentations_14.0,natural_scenes_presentations_9.0,diff,0.49742685339688764,91.90039996977131,5.743,3.32,2.423
ses-715093703,static_gratings_presentations_14.0,static_gratings_presentations_11.0,same,0.541928535075532,92.37961009807177,5.743,2.07,3.673
ses-715093703,static_gratings_presentations_14.0,natural_scenes_presentations_10.0,diff,0.5258925720055705,91.82631930102082,5.743,4.066,1.676
ses-715093703,static_gratings_presentations_14.0,static_gratings_presentations_8.0,same,0.5471865241632573,92.23443007135837,5.743,7.438,1.695
ses-715093703,static_gratings_presentations_14.0,drifting_gratings_presentations_7.0,diff,0.458969042641664,91.96018905932193,5.743,5.641,0.101
ses-715093703,static_gratings_presentations_14.0,drifting_gratings_presentations_2.0,diff,0.4152874574761748,92.11029509110162,5.743,8.991,3.248
ses-715093703,static_gratings_presentations_14.0,drifting_gratings_presentations_5.0,diff,0.4472780888964121,92.54049869936811,5.743,6.042,0.299
ses-715093703,static_gratings_presentations_14.0,flashes_presentations_1.0,diff,0.28523398254314764,90.98228214050424,5.743,12.311,6.569
ses-715093703,natural_scenes_presentations_13.0,natural_scenes_presentations_9.0,same,0.5218115956828546,92.4582914271906,12.984,3.32,9.664
ses-715093703,natural_scenes_presentations_13.0,static_gratings_presentations_11.0,diff,0.49890040950235703,92.32762833631864,12.984,2.07,10.914
ses-715093703,natural_scenes_presentations_13.0,natural_scenes_presentations_10.0,same,0.4887487394764549,92.23753707522576,12.984,4.066,8.917
ses-715093703,natural_scenes_presentations_13.0,static_gratings_presentations_8.0,diff,0.46646699872357117,92.11674042631573,12.984,7.438,5.546
ses-715093703,natural_scenes_presentations_13.0,drifting_gratings_presentations_7.0,diff,0.4509068283186963,92.17852181428736,12.984,5.641,7.342
ses-715093703,natural_scenes_presentations_13.0,drifting_gratings_presentations_2.0,diff,0.40538844120648,92.35641500281518,12.984,8.991,3.993
ses-715093703,natural_scenes_presentations_13.0,drifting_gratings_presentations_5.0,diff,0.41670777753759297,92.68502108840842,12.984,6.042,6.942
ses-715093703,natural_scenes_presentations_13.0,flashes_presentations_1.0,diff,0.2838397374287942,91.63524828160575,12.984,12.311,0.672
ses-715093703,natural_scenes_presentations_9.0,static_gratings_presentations_11.0,diff,0.5580466440328744,92.15184526160863,3.32,2.07,1.25
ses-715093703,natural_scenes_presentations_9.0,natural_scenes_presentations_10.0,same,0.5288961041593311,91.74444783229481,3.32,4.066,0.747
ses-715093703,natural_scenes_presentations_9.0,static_gratings_presentations_8.0,diff,0.5296108058018407,91.98349528146146,3.32,7.438,4.118
ses-715093703,natural_scenes_presentations_9.0,drifting_gratings_presentations_7.0,diff,0.5086801963787009,92.08206513038942,3.32,5.641,2.321
ses-715093703,natural_scenes_presentations_9.0,drifting_gratings_presentations_2.0,diff,0.39332978047301004,91.64360673199188,3.32,8.991,5.671
ses-715093703,natural_scenes_presentations_9.0,drifting_gratings_presentations_5.0,diff,0.43393948532385634,92.30747296920391,3.32,6.042,2.722
ses-715093703,natural_scenes_presentations_9.0,flashes_presentations_1.0,diff,0.2964018870486603,90.77486953724913,3.32,12.311,8.991
ses-715093703,static_gratings_presentations_11.0,natural_scenes_presentations_10.0,diff,0.4893067120269725,91.47399348382505,2.07,4.066,1.997
ses-715093703,static_gratings_presentations_11.0,static_gratings_presentations_8.0,same,0.526077515225945,92.14030183523204,2.07,7.438,5.369
ses-715093703,static_gratings_presentations_11.0,drifting_gratings_presentations_7.0,diff,0.5099001788151897,92.23809862227054,2.07,5.641,3.572
ses-715093703,static_gratings_presentations_11.0,drifting_gratings_presentations_2.0,diff,0.38907842199897097,91.7178090546092,2.07,8.991,6.921
ses-715093703,static_gratings_presentations_11.0,drifting_gratings_presentations_5.0,diff,0.43355850170720045,92.39808911815321,2.07,6.042,3.972
ses-715093703,static_gratings_presentations_11.0,flashes_presentations_1.0,diff,0.2926019185573145,90.76178313273496,2.07,12.311,10.242
ses-715093703,natural_scenes_presentations_10.0,static_gratings_presentations_8.0,diff,0.4956108059579616,91.46652675142568,4.066,7.438,3.372
ses-715093703,natural_scenes_presentations_10.0,drifting_gratings_presentations_7.0,diff,0.42875486414858843,91.35078534781293,4.066,5.641,1.575
ses-715093703,natural_scenes_presentations_10.0,drifting_gratings_presentations_2.0,diff,0.3821998999101253,91.39695767005645,4.066,8.991,4.924
ses-715093703,natural_scenes_presentations_10.0,drifting_gratings_presentations_5.0,diff,0.42087567406061877,91.853589167073,4.066,6.042,1.975
ses-715093703,natural_scenes_presentations_10.0,flashes_presentations_1.0,diff,0.291343366525673,90.22268558556415,4.066,12.311,8.245
ses-715093703,static_gratings_presentations_8.0,drifting_gratings_presentations_7.0,diff,0.5424023279020171,92.2388763434052,7.438,5.641,1.797
ses-715093703,static_gratings_presentations_8.0,drifting_gratings_presentations_2.0,diff,0.4134378718246782,91.74369121701021,7.438,8.991,1.553
ses-715093703,static_gratings_presentations_8.0,drifting_gratings_presentations_5.0,diff,0.4524385718963507,92.49707515172766,7.438,6.042,1.396
ses-715093703,static_gratings_presentations_8.0,flashes_presentations_1.0,diff,0.2718400535915338,90.65646207260244,7.438,12.311,4.873
ses-715093703,drifting_gratings_presentations_7.0,drifting_gratings_presentations_2.0,same,0.41504593189769984,92.27792920469516,5.641,8.991,3.35
ses-715093703,drifting_gratings_presentations_7.0,drifting_gratings_presentations_5.0,same,0.4969727098111421,93.36343328161912,5.641,6.042,0.4
ses-715093703,drifting_gratings_presentations_7.0,flashes_presentations_1.0,diff,0.2681308286896194,91.15477108260379,5.641,12.311,6.67
ses-715093703,drifting_gratings_presentations_2.0,drifting_gratings_presentations_5.0,same,0.44493832197123984,93.19154440921454,8.991,6.042,2.949
ses-715093703,drifting_gratings_presentations_2.0,flashes_presentations_1.0,diff,0.27304993490650026,91.7380413138531,8.991,12.311,3.32
ses-715093703,drifting_gratings_presentations_5.0,flashes_presentations_1.0,diff,0.288964894941226,91.87451937984414,6.042,12.311,6.27
ses-719161530,spontaneous_presentations_spontaneous,gabors_presentations_0.0,diff,0.4677951071732395,91.23929722030432,12.099,22.267,10.168
ses-719161530,spontaneous_presentations_spontaneous,static_gratings_presentations_14.0,diff,0.5108242704998486,90.1352035844856,12.099,10.217,1.882
ses-719161530,spontaneous_presentations_spontaneous,natural_scenes_presentations_13.0,diff,0.5043157421801613,89.60340136730976,12.099,4.729,7.37
ses-719161530,spontaneous_presentations_spontaneous,static_gratings_presentations_11.0,diff,0.5213805725400817,90.1188411421664,12.099,12.972,0.873
ses-719161530,spontaneous_presentations_spontaneous,natural_scenes_presentations_9.0,diff,0.5098769780152962,90.41705621327745,12.099,22.211,10.112
ses-719161530,spontaneous_presentations_spontaneous,static_gratings_presentations_8.0,diff,0.5368438410042519,90.46350149474914,12.099,15.779,3.68
ses-719161530,spontaneous_presentations_spontaneous,natural_scenes_presentations_10.0,diff,0.5105858660240855,89.31828283052805,12.099,7.834,4.265
ses-719161530,spontaneous_presentations_spontaneous,drifting_gratings_presentations_7.0,diff,0.4975627127447008,91.37589878547935,12.099,18.827,6.728
ses-719161530,spontaneous_presentations_spontaneous,drifting_gratings_presentations_5.0,diff,0.46449331053231746,90.79035765998368,12.099,15.437,3.338
ses-719161530,spontaneous_presentations_spontaneous,drifting_gratings_presentations_2.0,diff,0.3844893978968643,91.57845039015562,12.099,37.908,25.809
ses-719161530,spontaneous_presentations_spontaneous,flashes_presentations_1.0,diff,0.399944663983379,88.60587641853279,12.099,27.657,15.558
ses-719161530,gabors_presentations_0.0,static_gratings_presentations_14.0,diff,0.45045771033472554,91.29760567688095,22.267,10.217,12.051
ses-719161530,gabors_presentations_0.0,natural_scenes_presentations_13.0,diff,0.43467542512094615,90.60063694752893,22.267,4.729,17.538
ses-719161530,gabors_presentations_0.0,static_gratings_presentations_11.0,diff,0.4581712857048914,91.23058207038724,22.267,12.972,9.296
ses-719161530,gabors_presentations_0.0,natural_scenes_presentations_9.0,diff,0.4611513854857545,91.72412450218594,22.267,22.211,0.056
ses-719161530,gabors_presentations_0.0,static_gratings_presentations_8.0,diff,0.48228732994438606,91.73423619624765,22.267,15.779,6.488
ses-719161530,gabors_presentations_0.0,natural_scenes_presentations_10.0,diff,0.42916028608222617,90.31850479284654,22.267,7.834,14.434
ses-719161530,gabors_presentations_0.0,drifting_gratings_presentations_7.0,diff,0.4671383748218459,92.44477735206895,22.267,18.827,3.44
ses-719161530,gabors_presentations_0.0,drifting_gratings_presentations_5.0,diff,0.4312020748671056,91.82151759668054,22.267,15.437,6.831
ses-719161530,gabors_presentations_0.0,drifting_gratings_presentations_2.0,diff,0.38910795614116417,92.7156402225689,22.267,37.908,15.641
ses-719161530,gabors_presentations_0.0,flashes_presentations_1.0,diff,0.40168244779881856,90.44448726855585,22.267,27.657,5.39
ses-719161530,static_gratings_presentations_14.0,natural_scenes_presentations_13.0,diff,0.6133165260572326,90.70041988734904,10.217,4.729,5.488
ses-719161530,static_gratings_presentations_14.0,static_gratings_presentations_11.0,same,0.6710606846031762,91.60442330121968,10.217,12.972,2.755
ses-719161530,static_gratings_presentations_14.0,natural_scenes_presentations_9.0,diff,0.5808029169637857,91.40053487617158,10.217,22.211,11.995
ses-719161530,static_gratings_presentations_14.0,static_gratings_presentations_8.0,same,0.5715823829488216,91.35116441747037,10.217,15.779,5.562
ses-719161530,static_gratings_presentations_14.0,natural_scenes_presentations_10.0,diff,0.5733074699777215,90.11508318616029,10.217,7.834,2.383
ses-719161530,static_gratings_presentations_14.0,drifting_gratings_presentations_7.0,diff,0.5077223711061117,91.65022026404893,10.217,18.827,8.61
ses-719161530,static_gratings_presentations_14.0,drifting_gratings_presentations_5.0,diff,0.44650157568751203,90.8289961259254,10.217,15.437,5.22
ses-719161530,static_gratings_presentations_14.0,drifting_gratings_presentations_2.0,diff,0.3740126973267924,91.65838643836418,10.217,37.908,27.691
ses-719161530,static_gratings_presentations_14.0,flashes_presentations_1.0,diff,0.38395143205275906,88.95458771426152,10.217,27.657,17.44
ses-719161530,natural_scenes_presentations_13.0,static_gratings_presentations_11.0,diff,0.6117461788303145,90.52283740243105,4.729,12.972,8.243
ses-719161530,natural_scenes_presentations_13.0,natural_scenes_presentations_9.0,same,0.5344650932215883,90.52716752683997,4.729,22.211,17.483
ses-719161530,natural_scenes_presentations_13.0,static_gratings_presentations_8.0,diff,0.567622868493551,90.82867126437321,4.729,15.779,11.05
ses-719161530,natural_scenes_presentations_13.0,natural_scenes_presentations_10.0,same,0.6794615520116247,90.3896414609213,4.729,7.834,3.105
ses-719161530,natural_scenes_presentations_13.0,drifting_gratings_presentations_7.0,diff,0.4624677907397958,90.901154708869,4.729,18.827,14.098
ses-719161530,natural_scenes_presentations_13.0,drifting_gratings_presentations_5.0,diff,0.4532642538243607,90.4514068632228,4.729,15.437,10.708
ses-719161530,natural_scenes_presentations_13.0,drifting_gratings_presentations_2.0,diff,0.33601824255841184,90.74371492196066,4.729,37.908,33.179
ses-719161530,natural_scenes_presentations_13.0,flashes_presentations_1.0,diff,0.38576322795312007,88.0393009677406,4.729,27.657,22.928
ses-719161530,static_gratings_presentations_11.0,natural_scenes_presentations_9.0,diff,0.6011151350108791,91.49010048012447,12.972,22.211,9.24
ses-719161530,static_gratings_presentations_11.0,static_gratings_presentations_8.0,same,0.5960517740148572,91.4064781788353,12.972,15.779,2.807
ses-719161530,static_gratings_presentations_11.0,natural_scenes_presentations_10.0,diff,0.5983958115171244,90.17138038740538,12.972,7.834,5.138
ses-719161530,static_gratings_presentations_11.0,drifting_gratings_presentations_7.0,diff,0.519080963211391,91.70274411457923,12.972,18.827,5.855
ses-719161530,static_gratings_presentations_11.0,drifting_gratings_presentations_5.0,diff,0.46109496973148967,90.84876617220621,12.972,15.437,2.465
ses-719161530,static_gratings_presentations_11.0,drifting_gratings_presentations_2.0,diff,0.37683294661441086,91.66378217870793,12.972,37.908,24.936
ses-719161530,static_gratings_presentations_11.0,flashes_presentations_1.0,diff,0.3902401546655769,88.85808971509938,12.972,27.657,14.685
ses-719161530,natural_scenes_presentations_9.0,static_gratings_presentations_8.0,diff,0.5581467077539496,91.49878736759199,22.211,15.779,6.432
ses-719161530,natural_scenes_presentations_9.0,natural_scenes_presentations_10.0,same,0.5344518329845536,90.32416264712089,22.211,7.834,14.378
ses-719161530,natural_scenes_presentations_9.0,drifting_gratings_presentations_7.0,diff,0.5462929775526679,92.15567087839764,22.211,18.827,3.384
ses-719161530,natural_scenes_presentations_9.0,drifting_gratings_presentations_5.0,diff,0.44738906747907364,91.12147335192611,22.211,15.437,6.775
ses-719161530,natural_scenes_presentations_9.0,drifting_gratings_presentations_2.0,diff,0.4105127062139279,92.3638348695557,22.211,37.908,15.697
ses-719161530,natural_scenes_presentations_9.0,flashes_presentations_1.0,diff,0.3845306572525785,89.58300814329348,22.211,27.657,5.446
ses-719161530,static_gratings_presentations_8.0,natural_scenes_presentations_10.0,diff,0.5698170509803736,90.57835878117201,15.779,7.834,7.945
ses-719161530,static_gratings_presentations_8.0,drifting_gratings_presentations_7.0,diff,0.5703513376318277,92.25949293882657,15.779,18.827,3.048
ses-719161530,static_gratings_presentations_8.0,drifting_gratings_presentations_5.0,diff,0.5161891931151963,91.46617706694971,15.779,15.437,0.342
ses-719161530,static_gratings_presentations_8.0,drifting_gratings_presentations_2.0,diff,0.3957935898649678,91.8547550528942,15.779,37.908,22.129
ses-719161530,static_gratings_presentations_8.0,flashes_presentations_1.0,diff,0.4051935810067302,89.32668164307705,15.779,27.657,11.878
ses-719161530,natural_scenes_presentations_10.0,drifting_gratings_presentations_7.0,diff,0.4559707948441363,90.57335699067501,7.834,18.827,10.993
ses-719161530,natural_scenes_presentations_10.0,drifting_gratings_presentations_5.0,diff,0.4776132200947003,90.3592231554054,7.834,15.437,7.603
ses-719161530,natural_scenes_presentations_10.0,drifting_gratings_presentations_2.0,diff,0.33233261469552167,90.45357605742517,7.834,37.908,30.074
ses-719161530,natural_scenes_presentations_10.0,flashes_presentations_1.0,diff,0.39471568181053046,87.66418976429303,7.834,27.657,19.823
ses-719161530,drifting_gratings_presentations_7.0,drifting_gratings_presentations_5.0,same,0.47753907754359637,92.28129048098052,18.827,15.437,3.39
ses-719161530,drifting_gratings_presentations_7.0,drifting_gratings_presentations_2.0,same,0.4539852857454882,93.27428264109973,18.827,37.908,19.081
ses-719161530,drifting_gratings_presentations_7.0,flashes_presentations_1.0,diff,0.36765882522643617,90.43483991060516,18.827,27.657,8.83
ses-719161530,drifting_gratings_presentations_5.0,drifting_gratings_presentations_2.0,same,0.4136200848826849,92.45151870706259,15.437,37.908,22.471
ses-719161530,drifting_gratings_presentations_5.0,flashes_presentations_1.0,diff,0.38744022114882837,89.51546116060734,15.437,27.657,12.22
ses-719161530,drifting_gratings_presentations_2.0,flashes_presentations_1.0,diff,0.33172645632999287,91.04911843998474,37.908,27.657,10.251
ses-721123822,spontaneous_presentations_spontaneous,gabors_presentations_0.0,diff,0.3655,91.0,9.839,9.591,0.248
ses-721123822,spontaneous_presentations_spontaneous,static_gratings_presentations_14.0,diff,0.3662,91.0,9.839,11.174,1.335
ses-721123822,spontaneous_presentations_spontaneous,natural_scenes_presentations_13.0,diff,0.3656,91.0,9.839,13.5,3.661
ses-721123822,spontaneous_presentations_spontaneous,natural_scenes_presentations_10.0,diff,0.3804,91.0,9.839,14.579,4.74
ses-721123822,spontaneous_presentations_spontaneous,natural_scenes_presentations_9.0,diff,0.3827,90.0,9.839,11.634,1.795
ses-721123822,spontaneous_presentations_spontaneous,static_gratings_presentations_8.0,diff,0.3863,91.0,9.839,16.114,6.275
ses-721123822,spontaneous_presentations_spontaneous,static_gratings_presentations_11.0,diff,0.3798,91.0,9.839,14.35,4.511
ses-721123822,spontaneous_presentations_spontaneous,drifting_gratings_presentations_7.0,diff,0.3589,91.0,9.839,8.5,1.339
ses-721123822,spontaneous_presentations_spontaneous,drifting_gratings_presentations_5.0,diff,0.3726,91.0,9.839,18.277,8.438
ses-721123822,spontaneous_presentations_spontaneous,drifting_gratings_presentations_2.0,diff,0.3579,91.0,9.839,17.31,7.471
ses-721123822,spontaneous_presentations_spontaneous,flashes_presentations_1.0,diff,0.3524,88.0,9.839,14.896,5.057
ses-721123822,gabors_presentations_0.0,static_gratings_presentations_14.0,diff,0.3564,92.0,9.591,11.174,1.583
ses-721123822,gabors_presentations_0.0,natural_scenes_presentations_13.0,diff,0.3507,92.0,9.591,13.5,3.909
ses-721123822,gabors_presentations_0.0,natural_scenes_presentations_10.0,diff,0.3655,92.0,9.591,14.579,4.988
ses-721123822,gabors_presentations_0.0,natural_scenes_presentations_9.0,diff,0.3564,91.0,9.591,11.634,2.043
ses-721123822,gabors_presentations_0.0,static_gratings_presentations_8.0,diff,0.3765,92.0,9.591,16.114,6.523
ses-721123822,gabors_presentations_0.0,static_gratings_presentations_11.0,diff,0.3554,92.0,9.591,14.35,4.758
ses-721123822,gabors_presentations_0.0,drifting_gratings_presentations_7.0,diff,0.3613,92.0,9.591,8.5,1.091
ses-721123822,gabors_presentations_0.0,drifting_gratings_presentations_5.0,diff,0.3757,92.0,9.591,18.277,8.685
ses-721123822,gabors_presentations_0.0,drifting_gratings_presentations_2.0,diff,0.3995,92.0,9.591,17.31,7.719
ses-721123822,gabors_presentations_0.0,flashes_presentations_1.0,diff,0.3652,90.0,9.591,14.896,5.304
ses-721123822,static_gratings_presentations_14.0,natural_scenes_presentations_13.0,diff,0.5168,93.0,11.174,13.5,2.326
ses-721123822,static_gratings_presentations_14.0,natural_scenes_presentations_10.0,diff,0.5378,93.0,11.174,14.579,3.405
ses-721123822,static_gratings_presentations_14.0,natural_scenes_presentations_9.0,diff,0.4316,92.0,11.174,11.634,0.459
ses-721123822,static_gratings_presentations_14.0,static_gratings_presentations_8.0,same,0.533,93.0,11.174,16.114,4.94
ses-721123822,static_gratings_presentations_14.0,static_gratings_presentations_11.0,same,0.5655,93.0,11.174,14.35,3.175
ses-721123822,static_gratings_presentations_14.0,drifting_gratings_presentations_7.0,diff,0.4453,93.0,11.174,8.5,2.675
ses-721123822,static_gratings_presentations_14.0,drifting_gratings_presentations_5.0,diff,0.4167,93.0,11.174,18.277,7.102
ses-721123822,static_gratings_presentations_14.0,drifting_gratings_presentations_2.0,diff,0.4002,93.0,11.174,17.31,6.135
ses-721123822,static_gratings_presentations_14.0,flashes_presentations_1.0,diff,0.3295,90.0,11.174,14.896,3.721
ses-721123822,natural_scenes_presentations_13.0,natural_scenes_presentations_10.0,same,0.5765,93.0,13.5,14.579,1.079
ses-721123822,natural_scenes_presentations_13.0,natural_scenes_presentations_9.0,same,0.5235,92.0,13.5,11.634,1.867
ses-721123822,natural_scenes_presentations_13.0,static_gratings_presentations_8.0,diff,0.4638,93.0,13.5,16.114,2.614
ses-721123822,natural_scenes_presentations_13.0,static_gratings_presentations_11.0,diff,0.5335,92.0,13.5,14.35,0.849
ses-721123822,natural_scenes_presentations_13.0,drifting_gratings_presentations_7.0,diff,0.4056,93.0,13.5,8.5,5.001
ses-721123822,natural_scenes_presentations_13.0,drifting_gratings_presentations_5.0,diff,0.3884,92.0,13.5,18.277,4.776
ses-721123822,natural_scenes_presentations_13.0,drifting_gratings_presentations_2.0,diff,0.3755,92.0,13.5,17.31,3.809
ses-721123822,natural_scenes_presentations_13.0,flashes_presentations_1.0,diff,0.339,89.0,13.5,14.896,1.395
ses-721123822,natural_scenes_presentations_10.0,natural_scenes_presentations_9.0,same,0.5012,92.0,14.579,11.634,2.945
ses-721123822,natural_scenes_presentations_10.0,static_gratings_presentations_8.0,diff,0.5142,93.0,14.579,16.114,1.535
ses-721123822,natural_scenes_presentations_10.0,static_gratings_presentations_11.0,diff,0.5104,93.0,14.579,14.35,0.229
ses-721123822,natural_scenes_presentations_10.0,drifting_gratings_presentations_7.0,diff,0.4324,93.0,14.579,8.5,6.079
ses-721123822,natural_scenes_presentations_10.0,drifting_gratings_presentations_5.0,diff,0.4089,92.0,14.579,18.277,3.698
ses-721123822,natural_scenes_presentations_10.0,drifting_gratings_presentations_2.0,diff,0.3985,92.0,14.579,17.31,2.731
ses-721123822,natural_scenes_presentations_10.0,flashes_presentations_1.0,diff,0.3531,89.0,14.579,14.896,0.317
ses-721123822,natural_scenes_presentations_9.0,static_gratings_presentations_8.0,diff,0.4521,92.0,11.634,16.114,4.481
ses-721123822,spontaneous_presentations_spontaneous,gabors_presentations_0.0,diff,0.413,92.0,9.839,9.591,0.248
ses-721123822,spontaneous_presentations_spontaneous,static_gratings_presentations_14.0,diff,0.4513,90.0,9.839,11.174,1.335
ses-721123822,spontaneous_presentations_spontaneous,natural_scenes_presentations_13.0,diff,0.4522,90.0,9.839,13.5,3.661
ses-721123822,spontaneous_presentations_spontaneous,static_gratings_presentations_11.0,diff,0.4654,91.0,9.839,14.35,4.511
ses-721123822,spontaneous_presentations_spontaneous,natural_scenes_presentations_10.0,diff,0.4578,90.0,9.839,14.579,4.74
ses-721123822,spontaneous_presentations_spontaneous,natural_scenes_presentations_9.0,diff,0.4478,90.0,9.839,11.634,1.795
ses-721123822,spontaneous_presentations_spontaneous,static_gratings_presentations_8.0,diff,0.4515,90.0,9.839,16.114,6.275
ses-721123822,spontaneous_presentations_spontaneous,drifting_gratings_presentations_7.0,diff,0.4546,91.0,9.839,8.5,1.339
ses-721123822,spontaneous_presentations_spontaneous,drifting_gratings_presentations_5.0,diff,0.438,92.0,9.839,18.277,8.438
ses-721123822,spontaneous_presentations_spontaneous,drifting_gratings_presentations_2.0,diff,0.4179,92.0,9.839,17.31,7.471
ses-721123822,spontaneous_presentations_spontaneous,natural_movie_one_presentations_12.0,diff,0.0405,83.0,9.839,24.651,14.812
ses-721123822,spontaneous_presentations_spontaneous,flashes_presentations_1.0,diff,0.3898,89.0,9.839,14.896,5.057
ses-721123822,gabors_presentations_0.0,static_gratings_presentations_14.0,diff,0.4161,92.0,9.591,11.174,1.583
ses-721123822,gabors_presentations_0.0,natural_scenes_presentations_13.0,diff,0.4163,92.0,9.591,13.5,3.909
ses-721123822,gabors_presentations_0.0,static_gratings_presentations_11.0,diff,0.4136,92.0,9.591,14.35,4.758
ses-721123822,gabors_presentations_0.0,natural_scenes_presentations_10.0,diff,0.4331,92.0,9.591,14.579,4.988
ses-721123822,gabors_presentations_0.0,natural_scenes_presentations_9.0,diff,0.3874,91.0,9.591,11.634,2.043
ses-721123822,gabors_presentations_0.0,static_gratings_presentations_8.0,diff,0.3836,92.0,9.591,16.114,6.523
ses-721123822,gabors_presentations_0.0,drifting_gratings_presentations_7.0,diff,0.4103,93.0,9.591,8.5,1.091
ses-721123822,gabors_presentations_0.0,drifting_gratings_presentations_5.0,diff,0.4497,93.0,9.591,18.277,8.685
ses-721123822,gabors_presentations_0.0,drifting_gratings_presentations_2.0,diff,0.4733,93.0,9.591,17.31,7.719
ses-721123822,gabors_presentations_0.0,natural_movie_one_presentations_12.0,diff,0.0342,84.0,9.591,24.651,15.06
ses-721123822,gabors_presentations_0.0,flashes_presentations_1.0,diff,0.4152,90.0,9.591,14.896,5.304
ses-721123822,static_gratings_presentations_14.0,natural_scenes_presentations_13.0,diff,0.6312,92.0,11.174,13.5,2.326
ses-721123822,static_gratings_presentations_14.0,static_gratings_presentations_11.0,same,0.6248,92.0,11.174,14.35,3.175
ses-721123822,static_gratings_presentations_14.0,natural_scenes_presentations_10.0,diff,0.5716,91.0,11.174,14.579,3.405
ses-721123822,static_gratings_presentations_14.0,natural_scenes_presentations_9.0,diff,0.5084,91.0,11.174,11.634,0.459
ses-721123822,static_gratings_presentations_14.0,static_gratings_presentations_8.0,same,0.5211,91.0,11.174,16.114,4.94
ses-721123822,static_gratings_presentations_14.0,drifting_gratings_presentations_7.0,diff,0.4822,92.0,11.174,8.5,2.675
ses-721123822,static_gratings_presentations_14.0,drifting_gratings_presentations_5.0,diff,0.4491,92.0,11.174,18.277,7.102
ses-721123822,static_gratings_presentations_14.0,drifting_gratings_presentations_2.0,diff,0.4316,92.0,11.174,17.31,6.135
ses-721123822,static_gratings_presentations_14.0,natural_movie_one_presentations_12.0,diff,0.0463,83.0,11.174,24.651,13.477
ses-721123822,static_gratings_presentations_14.0,flashes_presentations_1.0,diff,0.3993,89.0,11.174,14.896,3.721
ses-721123822,natural_scenes_presentations_13.0,static_gratings_presentations_11.0,diff,0.5903,92.0,13.5,14.35,0.849
ses-721123822,natural_scenes_presentations_13.0,natural_scenes_presentations_10.0,same,0.6245,92.0,13.5,14.579,1.079
ses-721123822,natural_scenes_presentations_13.0,natural_scenes_presentations_9.0,same,0.5634,91.0,13.5,11.634,1.867
ses-721123822,natural_scenes_presentations_13.0,static_gratings_presentations_8.0,diff,0.5076,91.0,13.5,16.114,2.614
