session_id,condition_a,condition_b,n_units,n_bins_a,n_bins_b,wj_unsigned,binary_jaccard_top5,type1_gap,tversky_a_weighted,tversky_b_weighted,type3_asymmetry_gap
ses-719161530,natural_scenes_presentations_9.0,natural_scenes_presentations_10.0,2245,3840,3840,0.5313342809677124,0.6917063473407792,-0.16037206637306678,0.8177617213863194,0.8177617213863194,0.0
ses-719161530,natural_scenes_presentations_9.0,natural_scenes_presentations_13.0,2245,3840,4220,0.5343901515007019,0.6841394434564005,-0.14974929195569864,0.8124498789153995,0.8124498789153995,0.0
ses-719161530,natural_scenes_presentations_9.0,spontaneous_presentations_spontaneous,2245,3840,12365,0.5147588849067688,0.6298179888839283,-0.11505910397715946,0.7728691095319385,0.7728691095319385,0.0
ses-719161530,natural_scenes_presentations_9.0,static_gratings_presentations_8.0,2245,3840,3840,0.5577918291091919,0.6670527270200333,-0.10926089791084137,0.800277899082933,0.800277899082933,0.0
ses-719161530,natural_scenes_presentations_9.0,static_gratings_presentations_11.0,2245,3840,3840,0.6005946397781372,0.7639479268062102,-0.16335328702807295,0.8661796816070507,0.8661796816070507,0.0
ses-719161530,natural_scenes_presentations_9.0,static_gratings_presentations_14.0,2245,3840,4320,0.583008885383606,0.7329178018107267,-0.1499089164271208,0.8458771686053436,0.8458771686053436,0.0
ses-719161530,natural_scenes_presentations_10.0,natural_scenes_presentations_13.0,2245,3840,4220,0.6825869679450989,0.7714655433108522,-0.08887857536575328,0.8709913057286911,0.8709913057286911,0.0
ses-719161530,natural_scenes_presentations_10.0,spontaneous_presentations_spontaneous,2245,3840,12365,0.5112788081169128,0.6375633857755818,-0.12628457765866896,0.7786732303783398,0.7786732303783398,0.0
ses-719161530,natural_scenes_presentations_10.0,static_gratings_presentations_8.0,2245,3840,3840,0.5706857442855835,0.6957721825770836,-0.12508643829150012,0.8205962920322363,0.8205962920322363,0.0
ses-719161530,natural_scenes_presentations_10.0,static_gratings_presentations_11.0,2245,3840,3840,0.5968384146690369,0.7394036488184844,-0.14256523414944755,0.8501806344039065,0.8501806344039065,0.0
ses-719161530,natural_scenes_presentations_10.0,static_gratings_presentations_14.0,2245,3840,4320,0.5734453201293945,0.6948023549201009,-0.12135703479070636,0.8199213942593989,0.8199213942593989,0.0
ses-719161530,natural_scenes_presentations_13.0,spontaneous_presentations_spontaneous,2245,4220,12365,0.5073029398918152,0.6277431695401556,-0.12044022964834045,0.7713049346937155,0.7713049346937155,0.0
ses-719161530,natural_scenes_presentations_13.0,static_gratings_presentations_8.0,2245,4220,3840,0.5700054168701172,0.6806896505708167,-0.11068423370069946,0.8100123069593871,0.8100123069593871,0.0
ses-719161530,natural_scenes_presentations_13.0,static_gratings_presentations_11.0,2245,4220,3840,0.6114296913146973,0.7454180092159512,-0.13398831790125398,0.8541426813291516,0.8541426813291516,0.0
ses-719161530,natural_scenes_presentations_13.0,static_gratings_presentations_14.0,2245,4220,4320,0.6126586198806763,0.7454663885635884,-0.1328077686829121,0.8541744412243439,0.8541744412243439,0.0
ses-719161530,spontaneous_presentations_spontaneous,static_gratings_presentations_8.0,2245,12365,3840,0.5428246259689331,0.62670248697101,-0.08387786100207695,0.770518877287705,0.770518877287705,0.0
ses-719161530,spontaneous_presentations_spontaneous,static_gratings_presentations_11.0,2245,12365,3840,0.5266348123550415,0.6398875014648246,-0.11325268910978314,0.7804041446663226,0.7804041446663226,0.0
ses-719161530,spontaneous_presentations_spontaneous,static_gratings_presentations_14.0,2245,12365,4320,0.5160378217697144,0.6192570021663806,-0.10321918039666622,0.7648656159434674,0.7648656159434674,0.0
ses-719161530,static_gratings_presentations_8.0,static_gratings_presentations_11.0,2245,3840,3840,0.5979035496711731,0.7118023228156495,-0.11389877314447638,0.8316407955853745,0.8316407955853745,0.0
ses-719161530,static_gratings_presentations_8.0,static_gratings_presentations_14.0,2245,3840,4320,0.575433075428009,0.6576836258579956,-0.08225055042998652,0.7934971614593672,0.7934971614593672,0.0
ses-719161530,static_gratings_presentations_11.0,static_gratings_presentations_14.0,2245,3840,4320,0.6743475198745728,0.8062457423541645,-0.1318982224795917,0.8927309539878518,0.8927309539878518,0.0
ses-721123822,drifting_gratings_presentations_2.0,drifting_gratings_presentations_5.0,1194,4000,4000,0.536006510257721,0.4070605898970742,0.12894592036064673,0.5785971021004156,0.5785971021004156,0.0
ses-721123822,drifting_gratings_presentations_2.0,drifting_gratings_presentations_7.0,1194,4000,4560,0.48297426104545593,0.2969390170621119,0.18603524398334403,0.4579074469280018,0.4579074469280018,0.0
ses-721123822,drifting_gratings_presentations_2.0,flashes_presentations_1.0,1194,4000,300,0.36932629346847534,0.1865722615576843,0.18275403191079104,0.314472649668651,0.314472649668651,0.0
ses-721123822,drifting_gratings_presentations_2.0,gabors_presentations_0.0,1194,4000,7290,0.4137316048145294,0.18485493745009315,0.22887666736443626,0.31202965292598,0.31202965292598,0.0
ses-721123822,drifting_gratings_presentations_2.0,natural_scenes_presentations_9.0,1194,4000,3840,0.38936397433280945,0.14812605787055694,0.2412379164622525,0.25803100078625185,0.25803100078625185,0.0
ses-721123822,drifting_gratings_presentations_2.0,natural_scenes_presentations_10.0,1194,4000,3840,0.4269128739833832,0.19641867262434698,0.2304942013590362,0.3283443782994496,0.3283443782994496,0.0
ses-721123822,drifting_gratings_presentations_2.0,natural_scenes_presentations_13.0,1194,4000,4220,0.39893266558647156,0.14957147699210743,0.24936118859436412,0.2602212737279569,0.2602212737279569,0.0
ses-721123822,drifting_gratings_presentations_2.0,spontaneous_presentations_spontaneous,1194,4000,12365,0.3793346583843231,0.12146118721461187,0.25787347116971127,0.21661237785016288,0.21661237785016288,0.0
ses-721123822,drifting_gratings_presentations_2.0,static_gratings_presentations_8.0,1194,4000,3840,0.4427115321159363,0.2214504981907359,0.22126103392520038,0.36260249354150287,0.36260249354150287,0.0
ses-721123822,drifting_gratings_presentations_2.0,static_gratings_presentations_11.0,1194,4000,3840,0.41061413288116455,0.17002332687189933,0.24059080600926522,0.2906323711108615,0.2906323711108615,0.0
ses-721123822,drifting_gratings_presentations_2.0,static_gratings_presentations_14.0,1194,4000,4320,0.42908692359924316,0.199764170807715,0.22932275279152817,0.3330057284061552,0.3330057284061552,0.0
ses-721123822,drifting_gratings_presentations_5.0,drifting_gratings_presentations_7.0,1194,4000,4560,0.5329040884971619,0.39605629385707003,0.13684779464009184,0.5673930135909244,0.5673930135909244,0.0
