n_sessions_completed,n_comparisons,wj_unsigned_mean,binary_jaccard_top5_mean,type1_gap_mean,type1_gap_std,type1_gap_min,type1_gap_max,tversky_a_weighted_mean,tversky_b_weighted_mean,type3_asymmetry_gap_mean,type3_asymmetry_gap_std,type3_asymmetry_gap_abs_mean,type3_asymmetry_gap_min,type3_asymmetry_gap_max
30,2052,0.4505047156796818,0.27183442816439574,0.17867028751528605,0.0714009670161085,-0.2285465238570058,0.3336844007595705,0.4126184704627212,0.41261851015248435,-3.9689763145565584e-08,1.8133741579965347e-06,3.9536162487414544e-07,-1.6488751297005777e-05,1.5988350304585452e-05
