session,condition,stim_class,n_presentations,mean_speed_cm_s,std_speed_cm_s,median_speed_cm_s,pct_running
ses-791319847,gabors_presentations_0.0,gabors,3645,2.179,5.071,0.054,16.5
ses-791319847,natural_movie_one_presentations_4.0,natural_movie_one,8970,6.985,11.784,0.954,32.5
ses-791319847,natural_movie_one_presentations_12.0,natural_movie_one,8965,15.323,18.519,7.735,52.3
ses-791319847,natural_movie_three_presentations_3.0,natural_movie_three,17962,5.422,9.951,0.779,28.3
ses-791319847,natural_movie_three_presentations_6.0,natural_movie_three,17934,14.935,16.672,10.313,57.3
ses-791319847,natural_scenes_presentations_9.0,natural_scenes,1920,5.266,10.348,0.105,25.1
ses-791319847,natural_scenes_presentations_10.0,natural_scenes,1920,10.026,12.686,1.268,46.7
ses-791319847,natural_scenes_presentations_13.0,natural_scenes,2110,14.34,15.506,11.061,59.6
ses-791319847,spontaneous_presentations_spontaneous,spontaneous,16,8.112,4.672,9.044,75.0
ses-791319847,static_gratings_presentations_8.0,static_gratings,1920,3.61,7.145,0.077,22.4
ses-791319847,static_gratings_presentations_11.0,static_gratings,1920,11.36,16.334,0.265,43.4
ses-791319847,static_gratings_presentations_14.0,static_gratings,2160,17.877,16.179,16.315,70.2
ses-799864342,drifting_gratings_contrast_presentations_15.0,drifting_gratings_contrast,540,0.516,2.208,0.014,4.4
ses-799864342,drifting_gratings_presentations_2.0,drifting_gratings,200,0.293,1.05,0.005,1.0
ses-799864342,drifting_gratings_presentations_5.0,drifting_gratings,200,0.894,2.766,0.016,7.0
ses-799864342,drifting_gratings_presentations_7.0,drifting_gratings,230,2.043,5.124,0.012,14.3
ses-799864342,flashes_presentations_1.0,flashes,150,0.017,0.226,0.02,0.0
ses-799864342,gabors_presentations_0.0,gabors,3645,0.365,1.831,0.014,3.3
ses-799864342,natural_movie_one_presentations_4.0,natural_movie_one,8986,0.557,2.804,0.159,5.5
ses-799864342,natural_movie_one_presentations_12.0,natural_movie_one,8984,0.339,3.145,0.099,3.8
ses-799864342,natural_movie_three_presentations_3.0,natural_movie_three,17950,0.39,3.104,0.109,4.6
ses-799864342,natural_movie_three_presentations_6.0,natural_movie_three,17954,0.372,3.256,0.091,3.9
ses-799864342,natural_scenes_presentations_9.0,natural_scenes,1920,0.437,2.526,0.021,3.3
ses-799864342,natural_scenes_presentations_10.0,natural_scenes,1920,1.428,4.434,0.036,9.9
ses-799864342,natural_scenes_presentations_13.0,natural_scenes,2110,2.567,7.145,0.051,17.6
ses-799864342,spontaneous_presentations_spontaneous,spontaneous,16,1.358,2.893,0.082,6.2
ses-799864342,static_gratings_presentations_8.0,static_gratings,1920,0.56,2.975,0.032,4.8
ses-799864342,static_gratings_presentations_11.0,static_gratings,1920,0.527,2.451,0.023,4.3
ses-799864342,static_gratings_presentations_14.0,static_gratings,2160,1.503,5.161,0.028,9.9
